Crop,N,P,K,Temperature,Humidity,Moisture,Soil_Type,Fertilizer
Cotton,58,18,46,23.9,66.6,89.8,Black,MOP
Cotton,106,39,72,26.0,51.6,43.8,Clay,MOP
Wheat,113,36,34,39.0,56.7,52.7,Red,DAP
Rice,24,46,53,29.0,60.2,45.7,Sandy,Urea
Millet,97,58,32,38.2,59.4,66.0,Clay,NPK
Sugarcane,58,69,30,30.2,68.6,54.9,Clay,DAP
Tomato,107,75,39,37.6,63.0,50.0,Black,Compost
Tomato,102,40,49,37.3,37.0,21.7,Clay,Organic
Cotton,63,38,70,21.2,46.1,31.4,Black,MOP
Wheat,100,67,29,25.9,54.7,22.1,Loamy,DAP
Wheat,136,34,11,22.6,71.8,72.2,Loamy,DAP
Wheat,40,18,52,39.5,48.4,67.5,Clay,NPK
Maize,62,58,29,25.2,71.3,55.7,Sandy,NPK
Wheat,138,49,69,39.5,63.3,23.5,Sandy,DAP
Rice,49,80,31,39.9,62.0,43.6,Red,Urea
Sugarcane,24,18,73,39.0,39.9,42.8,Clay,Compost
Wheat,60,23,12,30.8,86.2,82.8,Loamy,DAP
Wheat,64,40,27,38.4,54.5,47.0,Black,DAP
Wheat,44,41,28,19.7,81.9,61.5,Clay,DAP
Wheat,132,49,45,26.0,60.1,76.2,Red,DAP
Rice,31,13,49,15.1,45.4,26.7,Sandy,Urea
Wheat,80,44,72,36.6,31.8,70.3,Black,DAP
Tomato,40,19,50,38.1,34.2,27.5,Sandy,Organic
Cotton,100,49,12,25.7,30.2,60.7,Red,MOP
Sugarcane,39,19,17,32.7,57.6,60.0,Clay,Compost
Sugarcane,86,76,68,21.7,89.4,48.0,Black,Compost
Cotton,60,44,46,30.9,81.9,70.1,Clay,MOP
Sugarcane,105,77,46,22.7,72.6,41.6,Clay,Compost
Sugarcane,74,42,80,29.0,63.4,88.3,Loamy,SSP
Millet,68,56,68,30.6,84.6,33.5,Black,SSP
Sugarcane,31,43,24,36.0,40.6,46.6,Sandy,Compost
Rice,27,65,46,26.9,70.3,60.9,Clay,Urea
Cotton,119,23,64,28.9,65.8,56.9,Loamy,MOP
Maize,131,75,34,31.9,73.4,26.2,Clay,Compost
Tomato,70,17,27,39.1,37.1,41.9,Red,SSP
Maize,85,72,52,15.3,31.8,28.7,Loamy,NPK
Maize,48,63,16,28.0,54.5,26.6,Loamy,NPK
Wheat,140,12,22,31.2,38.7,83.1,Loamy,DAP
Tomato,82,32,66,33.9,70.8,51.0,Sandy,Organic
Millet,62,79,27,28.7,66.1,70.5,Black,SSP
Sugarcane,77,41,24,24.4,85.0,21.2,Loamy,Compost
Tomato,84,55,59,27.3,59.3,87.0,Clay,Organic
Sugarcane,135,18,59,36.6,72.3,68.6,Clay,Compost
Millet,46,16,72,23.8,39.6,37.9,Loamy,SSP
Wheat,134,18,18,19.7,53.6,75.5,Black,DAP
Sugarcane,99,23,12,31.3,34.6,78.5,Sandy,Compost
Rice,24,56,26,38.5,52.4,27.7,Sandy,Compost
Wheat,36,78,35,19.8,87.0,35.3,Red,DAP
Rice,89,28,49,28.8,73.1,30.4,Black,Urea
Cotton,82,69,75,27.2,73.0,20.1,Sandy,MOP
Rice,21,14,40,28.4,37.1,61.2,Sandy,Urea
Millet,36,41,17,34.7,34.1,61.8,Red,SSP
Tomato,137,79,50,35.7,43.4,53.3,Sandy,Organic
Millet,124,48,45,25.8,69.0,64.6,Sandy,SSP
Cotton,71,11,63,30.6,86.9,36.4,Loamy,DAP
Sugarcane,66,64,27,20.6,33.1,73.8,Black,Compost
Millet,97,69,70,33.6,35.3,25.9,Black,DAP
Maize,38,43,46,29.7,80.4,22.6,Red,NPK
Wheat,101,67,63,39.1,47.3,74.4,Sandy,DAP
Maize,34,22,21,30.1,48.4,72.5,Loamy,NPK
Rice,90,80,64,19.4,36.7,85.8,Black,Urea
Cotton,57,44,43,17.4,38.9,56.0,Sandy,MOP
Maize,93,78,57,35.7,53.4,48.9,Loamy,NPK
Tomato,73,78,15,15.5,80.9,48.0,Clay,Organic
Millet,102,12,72,25.2,51.7,69.3,Clay,SSP
Millet,67,17,69,31.0,88.9,65.3,Sandy,SSP
Millet,31,59,20,33.0,69.0,83.6,Red,SSP
Sugarcane,103,23,72,24.4,46.4,87.0,Red,Compost
Sugarcane,127,16,24,28.7,76.3,78.9,Clay,Compost
Tomato,53,56,15,21.5,60.3,87.6,Red,Organic
Rice,32,15,51,15.3,85.7,60.1,Black,Urea
Sugarcane,70,43,19,31.4,46.0,20.2,Clay,Compost
Maize,93,40,38,19.0,67.6,28.8,Red,NPK
Millet,95,68,29,15.7,83.5,52.1,Red,DAP
Millet,92,66,13,27.8,35.2,40.8,Black,Urea
Wheat,50,18,62,15.4,63.8,80.5,Black,DAP
Tomato,20,70,30,17.2,59.1,70.0,Sandy,Organic
Maize,121,64,29,15.2,71.5,86.4,Red,NPK
Maize,87,74,62,25.7,69.0,60.8,Sandy,NPK
Wheat,121,45,12,33.1,78.4,69.8,Loamy,DAP
Cotton,113,72,59,18.3,75.1,26.8,Red,MOP
Wheat,134,47,77,30.5,85.3,55.1,Red,MOP
Wheat,124,63,29,18.6,61.7,52.7,Black,DAP
Cotton,122,22,72,38.4,36.3,39.8,Loamy,MOP
Millet,73,18,11,17.7,65.8,33.2,Black,SSP
Rice,75,44,51,29.3,52.7,69.1,Black,Compost
Maize,55,14,59,28.1,84.4,57.3,Red,NPK
Wheat,140,28,55,18.9,62.2,68.4,Red,DAP
Maize,98,59,47,24.3,41.3,86.2,Red,NPK
Maize,47,40,59,35.5,35.9,25.2,Loamy,NPK
Cotton,103,29,55,28.6,80.9,29.9,Black,MOP
Rice,21,28,74,29.5,33.0,86.1,Red,Urea
Cotton,29,37,22,19.7,84.1,43.9,Black,MOP
Rice,47,25,40,23.7,70.0,50.6,Sandy,Urea
Cotton,43,69,33,28.2,79.2,67.9,Loamy,MOP
Maize,73,41,69,31.5,54.7,41.9,Black,SSP
Millet,69,65,38,39.5,61.1,27.9,Red,SSP
Tomato,75,26,29,35.0,38.5,34.4,Sandy,Organic
Maize,117,68,49,36.0,54.3,65.5,Red,NPK
Sugarcane,103,65,78,27.2,72.7,30.6,Sandy,Compost
Sugarcane,28,57,51,35.3,87.4,74.9,Black,Compost
Millet,74,31,12,24.4,60.5,40.4,Clay,Compost
Tomato,60,64,75,37.1,49.0,83.0,Clay,Organic
Sugarcane,52,26,63,35.4,31.3,56.1,Loamy,Compost
Cotton,131,38,57,18.6,76.2,42.3,Black,NPK
Sugarcane,62,63,31,25.0,79.7,78.6,Red,Compost
Rice,121,10,41,17.3,36.4,70.3,Black,Urea
Cotton,90,48,27,39.2,47.8,70.3,Red,MOP
Maize,62,31,74,17.9,50.5,76.5,Clay,NPK
Wheat,57,16,65,39.2,84.4,55.1,Red,DAP
Wheat,51,80,49,16.0,46.7,25.2,Black,DAP
Sugarcane,64,19,31,38.8,54.5,27.2,Clay,MOP
Millet,90,12,72,16.0,82.9,52.5,Black,SSP
Rice,126,53,56,20.0,69.0,71.6,Sandy,DAP
Cotton,74,50,36,17.4,87.0,84.3,Loamy,MOP
Rice,47,80,65,26.1,88.2,60.2,Black,Urea
Wheat,138,69,66,23.8,39.4,72.4,Sandy,DAP
Sugarcane,54,26,66,30.4,69.6,54.5,Red,Compost
Rice,119,32,57,32.9,45.7,71.8,Black,Urea
Rice,74,35,74,33.8,41.2,37.6,Loamy,Urea
Wheat,119,33,54,33.8,48.6,38.2,Red,Compost
Sugarcane,111,75,17,31.4,36.1,32.2,Red,Compost
Maize,24,41,49,34.2,46.2,79.2,Black,NPK
Cotton,87,78,42,22.0,76.7,31.8,Red,MOP
Wheat,70,20,13,16.2,55.4,28.9,Clay,DAP
Millet,46,43,12,28.2,60.4,31.1,Loamy,SSP
Millet,71,40,36,25.7,49.0,40.2,Black,SSP
Sugarcane,111,12,40,15.9,57.9,63.3,Clay,Compost
Sugarcane,80,60,37,30.7,47.9,46.7,Clay,MOP
Cotton,58,23,52,20.3,60.5,41.5,Red,MOP
Sugarcane,34,60,48,16.4,74.4,52.9,Loamy,Compost
Maize,23,33,69,21.6,63.7,75.2,Red,NPK
Cotton,31,54,47,22.3,74.0,58.9,Loamy,MOP
Millet,41,52,17,19.3,64.3,21.3,Loamy,SSP
Wheat,29,41,23,36.7,39.4,51.4,Clay,DAP
Tomato,124,44,68,22.5,33.2,78.1,Red,Organic
Wheat,93,26,53,33.0,38.0,82.4,Black,DAP
Tomato,88,78,32,22.0,71.7,54.2,Loamy,Organic
Millet,78,57,54,33.5,59.4,24.9,Clay,SSP
Maize,29,44,54,30.1,83.7,26.2,Clay,NPK
Maize,52,15,28,37.9,49.4,22.4,Loamy,NPK
Sugarcane,76,75,33,26.2,39.9,60.7,Black,Compost
Millet,91,20,33,16.5,86.1,74.8,Black,SSP
Maize,61,45,66,18.8,46.9,28.0,Sandy,MOP
Cotton,137,73,23,27.3,71.9,79.9,Clay,MOP
Tomato,64,43,12,18.0,53.1,80.7,Sandy,Organic
Rice,138,35,55,26.1,81.9,57.7,Sandy,Urea
Tomato,113,47,27,26.5,57.0,56.0,Clay,Organic
Tomato,80,31,57,20.1,84.0,47.3,Loamy,Organic
Rice,47,22,51,20.4,30.2,48.2,Red,Urea
Maize,30,60,65,21.8,83.1,70.3,Sandy,NPK
Tomato,127,23,18,24.6,49.2,89.5,Sandy,Organic
Rice,127,41,15,27.5,59.0,21.8,Red,Urea
Wheat,116,40,51,32.2,85.1,83.2,Red,DAP
Tomato,50,49,78,15.5,62.8,58.0,Sandy,Organic
Wheat,29,47,22,31.3,83.7,67.6,Loamy,DAP
Wheat,140,27,38,33.4,37.8,88.3,Loamy,DAP
Maize,113,72,72,23.9,59.0,59.9,Black,NPK
Tomato,48,32,52,27.1,52.7,74.8,Clay,Organic
Tomato,111,53,39,29.0,78.8,81.2,Black,Organic
Rice,31,53,15,37.4,64.3,26.7,Sandy,Urea
Millet,64,12,30,27.8,44.1,86.1,Loamy,SSP
Millet,29,41,57,34.4,75.7,37.8,Black,SSP
Wheat,41,73,61,22.2,31.4,58.1,Sandy,DAP
Wheat,106,15,55,33.9,70.0,88.1,Black,DAP
Maize,132,71,60,38.6,89.2,24.0,Clay,NPK
Rice,130,40,65,27.4,37.0,51.4,Clay,Compost
Maize,40,58,67,33.2,31.5,64.3,Clay,NPK
Cotton,54,20,10,17.7,34.0,38.5,Black,MOP
Wheat,38,55,60,15.1,35.4,32.8,Black,DAP
Maize,136,33,17,21.4,65.8,66.5,Black,NPK
Millet,106,80,40,22.2,63.8,75.7,Loamy,SSP
Millet,95,44,33,18.2,55.4,50.0,Clay,SSP
Cotton,123,64,49,15.1,74.3,43.7,Loamy,MOP
Sugarcane,97,13,61,36.9,46.7,75.1,Loamy,MOP
Wheat,24,57,53,24.4,52.0,26.8,Black,DAP
Cotton,105,52,50,18.9,43.9,27.8,Sandy,MOP
Tomato,140,37,15,39.8,31.7,72.9,Black,Organic
Maize,128,45,35,25.3,58.4,73.4,Black,NPK
Tomato,125,49,15,22.3,80.2,26.3,Loamy,Compost
Tomato,104,19,58,19.0,60.3,80.6,Sandy,Organic
Millet,115,18,14,37.7,72.3,28.9,Red,Urea
Wheat,121,17,49,16.6,54.3,39.7,Loamy,DAP
Maize,53,35,31,34.0,57.1,48.5,Black,NPK
Millet,98,80,68,27.1,49.0,79.5,Black,MOP
Maize,103,62,74,36.4,87.4,27.8,Red,NPK
Rice,46,75,35,24.5,43.2,51.3,Red,Urea
Maize,121,79,52,31.2,78.5,61.9,Sandy,NPK
Tomato,28,72,49,21.6,44.4,88.8,Loamy,Organic
Millet,70,45,37,23.3,87.2,90.0,Loamy,SSP
Tomato,101,71,20,19.6,89.6,48.4,Clay,Organic
Millet,40,70,50,23.3,30.7,76.0,Clay,SSP
Wheat,90,77,74,31.3,43.8,82.7,Red,DAP
Millet,98,31,47,27.7,51.8,89.7,Black,SSP
Rice,41,20,16,36.1,86.7,34.3,Sandy,Urea
Sugarcane,99,51,80,33.0,37.3,38.9,Loamy,NPK
Maize,77,50,78,16.5,35.8,24.9,Clay,NPK
Rice,50,44,76,37.7,82.8,69.5,Loamy,Urea
Rice,78,31,40,16.6,75.7,80.4,Sandy,Urea
Rice,74,64,52,26.2,54.7,28.6,Sandy,Urea
Cotton,33,24,72,22.7,47.6,89.9,Black,MOP
Sugarcane,64,79,36,35.0,39.2,86.1,Black,Compost
Tomato,71,10,26,39.6,76.0,82.9,Red,Organic
Maize,103,28,66,34.4,39.3,57.2,Black,SSP
Tomato,127,10,38,35.3,34.3,50.3,Loamy,Organic
Millet,76,24,76,35.4,89.6,33.1,Loamy,SSP
Tomato,107,32,26,24.7,75.6,85.7,Black,Organic
Tomato,29,47,70,18.3,69.2,50.4,Sandy,Organic
Maize,57,68,28,27.3,49.7,28.9,Loamy,NPK
Wheat,56,58,37,36.6,49.9,36.9,Black,DAP
Wheat,106,19,29,36.2,63.5,61.2,Loamy,DAP
Maize,84,15,75,29.6,38.3,61.0,Sandy,NPK
Tomato,97,47,49,19.1,87.5,89.4,Loamy,Organic
Wheat,77,57,56,33.4,58.0,82.2,Clay,DAP
Maize,134,37,69,31.8,52.0,24.9,Sandy,NPK
Wheat,54,42,35,30.6,67.3,62.3,Black,DAP
Millet,32,41,70,26.3,47.1,69.1,Loamy,SSP
Wheat,123,76,79,38.2,40.2,76.3,Loamy,MOP
Wheat,78,15,53,29.6,53.6,60.6,Loamy,DAP
Millet,28,33,11,25.1,50.1,53.3,Loamy,SSP
Cotton,114,45,29,20.3,34.7,73.4,Red,MOP
Maize,89,48,75,30.0,83.3,31.8,Loamy,NPK
Cotton,72,36,61,25.3,79.8,71.2,Red,MOP
Millet,26,23,20,22.9,51.6,40.6,Loamy,SSP
Millet,126,24,74,26.6,77.3,34.8,Loamy,SSP
Tomato,80,45,55,28.9,40.3,26.8,Red,Organic
Maize,134,25,73,18.7,71.1,83.6,Sandy,Urea
Tomato,34,38,51,23.0,86.5,59.7,Loamy,Urea
Cotton,100,25,48,17.5,36.1,79.1,Black,MOP
Rice,38,77,16,19.9,88.0,25.1,Sandy,Urea
Sugarcane,32,23,38,28.4,37.4,72.9,Black,NPK
Wheat,52,41,30,38.8,61.2,38.3,Black,Urea
Wheat,66,67,69,19.9,49.4,59.4,Red,DAP
Rice,84,20,66,38.6,69.6,47.2,Loamy,Urea
Sugarcane,91,15,21,31.9,61.3,89.4,Red,SSP
Rice,41,68,80,29.5,53.7,67.2,Red,Urea
Tomato,56,74,41,17.6,52.8,77.8,Red,Organic
Sugarcane,64,37,18,36.2,30.1,26.0,Black,Compost
Tomato,120,18,55,29.3,80.6,85.7,Black,Organic
Wheat,50,24,43,24.1,84.4,70.7,Red,DAP
Wheat,51,77,25,37.9,54.8,88.7,Sandy,DAP
Rice,35,26,56,20.7,83.3,59.0,Red,Urea
Maize,128,69,30,35.0,55.0,80.7,Clay,NPK
Rice,51,25,27,29.1,61.5,73.9,Black,Urea
Tomato,105,41,72,25.4,56.2,80.8,Loamy,Organic
Sugarcane,35,60,53,23.8,46.5,61.5,Sandy,Compost
Sugarcane,56,48,23,30.7,89.9,31.1,Black,SSP
Tomato,113,75,26,28.5,47.6,68.1,Sandy,Organic
Cotton,92,26,56,34.9,59.6,89.4,Loamy,MOP
Millet,77,29,17,17.1,55.1,85.9,Sandy,SSP
Cotton,135,59,49,38.0,68.2,70.8,Clay,MOP
Cotton,94,50,41,17.6,86.8,33.2,Sandy,MOP
Cotton,58,32,42,30.3,77.9,48.8,Sandy,MOP
Tomato,122,24,19,20.4,65.1,61.6,Sandy,Organic
Cotton,130,10,38,21.4,63.2,71.8,Black,MOP
Rice,99,10,69,36.4,80.3,84.4,Sandy,Compost
Rice,73,39,71,18.4,54.6,43.4,Sandy,Urea
Cotton,45,59,32,22.6,88.1,39.7,Red,Organic
Sugarcane,92,77,32,23.5,65.1,74.8,Sandy,Compost
Maize,34,19,37,28.0,52.8,84.3,Sandy,NPK
Tomato,73,47,78,28.2,69.0,22.9,Clay,Organic
Cotton,84,45,42,28.5,31.3,79.5,Black,MOP
Maize,104,20,58,17.9,40.1,82.8,Red,NPK
Millet,44,62,27,33.2,50.0,48.5,Red,SSP
Rice,25,78,76,21.7,73.1,88.1,Sandy,Urea
Millet,73,58,78,17.5,34.6,50.0,Clay,SSP
Sugarcane,62,70,75,26.7,74.3,66.2,Sandy,Compost
Millet,82,75,47,20.2,72.1,64.5,Sandy,SSP
Millet,31,31,34,18.2,59.6,26.5,Red,SSP
Millet,67,27,37,27.5,38.0,57.7,Black,SSP
Rice,67,76,67,17.2,80.1,78.6,Black,Urea
Rice,34,17,39,32.0,74.1,63.2,Clay,Urea
Cotton,63,10,18,32.2,86.8,31.5,Red,MOP
Millet,53,57,18,15.3,54.2,48.0,Red,SSP
Wheat,83,59,48,16.3,56.4,31.0,Clay,DAP
Tomato,60,37,73,22.7,40.5,50.5,Black,Organic
Millet,63,28,77,37.9,39.6,48.5,Clay,SSP
Maize,31,66,41,30.9,77.4,33.8,Black,NPK
Sugarcane,62,43,38,39.9,86.4,58.3,Red,Compost
Tomato,100,46,77,30.2,53.9,26.9,Black,Organic
Rice,78,29,75,19.1,79.2,74.0,Red,DAP
Sugarcane,53,65,20,23.0,45.0,65.9,Black,Compost
Tomato,57,17,27,18.0,75.9,43.9,Red,Organic
Millet,77,12,49,25.9,62.5,42.0,Loamy,SSP
Cotton,37,70,69,25.2,84.0,74.8,Sandy,MOP
Rice,34,79,39,19.3,74.4,84.8,Black,Urea
Millet,47,64,18,31.9,60.7,43.9,Clay,SSP
Maize,75,61,65,27.9,87.0,60.8,Red,NPK
Tomato,44,28,14,27.9,65.0,65.0,Clay,Organic
Millet,114,75,54,17.4,53.7,84.4,Red,SSP
Wheat,94,18,11,27.8,87.0,86.2,Clay,DAP
Sugarcane,31,10,45,36.3,62.7,68.5,Loamy,Compost
Rice,123,63,46,16.0,32.8,89.7,Loamy,Urea
Tomato,102,62,33,18.5,52.6,33.0,Clay,MOP
Maize,106,42,46,15.3,54.4,82.6,Clay,NPK
Millet,34,69,39,34.8,38.8,63.6,Sandy,SSP
Rice,108,41,71,16.4,39.0,35.1,Sandy,Urea
Rice,53,11,39,25.0,35.7,81.9,Clay,Urea
Wheat,79,18,45,34.8,45.7,52.9,Black,DAP
Wheat,114,21,15,32.1,57.9,76.0,Clay,DAP
Millet,130,58,33,18.0,36.4,51.6,Black,SSP
Sugarcane,86,73,72,16.3,36.2,57.5,Sandy,Compost
Millet,77,67,61,24.6,33.4,36.6,Loamy,SSP
Cotton,111,70,41,30.3,49.7,66.9,Red,MOP
Maize,138,66,52,31.6,83.0,59.2,Black,NPK
Rice,122,10,60,32.4,79.5,54.7,Clay,Urea
Wheat,49,38,15,32.9,47.2,83.0,Sandy,NPK
Sugarcane,65,45,58,34.4,76.4,47.9,Sandy,Compost
Maize,106,26,65,26.9,68.6,33.8,Loamy,NPK
Rice,56,63,43,31.1,58.9,24.8,Red,Urea
Sugarcane,112,44,36,39.8,67.2,24.9,Sandy,Compost
Millet,121,78,47,31.4,84.6,73.4,Red,DAP
Wheat,53,54,21,20.1,64.7,28.6,Red,DAP
Tomato,28,22,59,20.6,87.8,54.8,Clay,Organic
Cotton,23,39,76,19.2,53.7,24.9,Loamy,MOP
Sugarcane,26,12,19,19.7,32.8,23.6,Loamy,DAP
Tomato,60,31,23,33.6,88.2,67.0,Black,Organic
Cotton,94,54,75,28.3,32.5,89.5,Red,MOP
Millet,58,38,24,16.1,35.0,66.1,Loamy,DAP
Rice,93,47,15,22.4,43.1,77.4,Black,Urea
Tomato,27,25,15,16.7,74.1,61.8,Black,NPK
Tomato,83,53,67,39.2,41.1,63.7,Sandy,Organic
Rice,25,31,78,22.4,54.2,40.6,Black,Urea
Tomato,36,33,42,39.3,32.8,67.9,Sandy,Organic
Sugarcane,29,13,40,38.6,68.3,50.8,Red,MOP
Wheat,61,42,40,37.9,79.7,58.9,Loamy,DAP
Wheat,136,51,44,34.9,36.3,50.2,Black,DAP
Millet,139,49,46,18.2,62.6,83.0,Red,SSP
Millet,82,69,73,28.9,58.8,72.3,Sandy,SSP
Rice,29,65,38,27.7,61.3,63.3,Sandy,Urea
Maize,36,19,44,37.4,65.8,32.9,Loamy,Compost
Maize,38,40,52,23.0,60.9,40.9,Red,SSP
Tomato,60,67,12,34.9,36.1,67.3,Red,Organic
Cotton,63,44,53,33.1,82.9,84.2,Loamy,MOP
Rice,72,17,65,18.7,73.1,31.4,Red,Urea
Maize,116,41,45,36.0,68.0,20.1,Clay,NPK
Maize,93,25,45,16.2,70.2,61.0,Red,NPK
Millet,105,11,62,27.2,47.4,37.7,Clay,MOP
Sugarcane,127,27,72,19.2,70.2,42.5,Red,Compost
Cotton,57,29,12,33.4,51.7,67.6,Black,MOP
Cotton,21,46,15,39.2,69.5,77.5,Black,MOP
Tomato,117,45,26,32.6,36.6,32.0,Black,Organic
Maize,118,40,74,30.5,80.1,46.7,Loamy,NPK
Wheat,138,25,58,26.5,58.3,46.8,Black,DAP
Millet,62,67,10,19.2,73.2,28.3,Sandy,SSP
Rice,91,68,64,16.0,72.7,36.2,Sandy,Urea
Millet,134,53,37,38.4,34.4,48.2,Red,SSP
Millet,76,21,50,27.1,36.8,54.3,Clay,SSP
Millet,112,24,10,30.3,82.6,61.8,Red,SSP
Millet,38,20,29,20.8,30.4,26.3,Red,SSP
Cotton,46,19,48,32.6,37.5,81.2,Sandy,MOP
Cotton,68,42,56,19.3,33.8,59.9,Sandy,MOP
Rice,99,13,35,38.8,64.8,80.5,Black,Urea
Tomato,77,64,16,38.2,62.6,71.4,Red,Organic
Millet,111,11,72,16.8,50.1,71.1,Clay,MOP
Wheat,81,66,27,36.6,89.6,41.0,Black,MOP
Wheat,100,68,53,36.3,48.2,67.2,Red,MOP
Maize,41,55,71,34.1,53.3,50.4,Red,NPK
Rice,63,37,66,29.4,32.7,57.2,Black,Urea
Sugarcane,53,38,47,17.4,60.0,67.0,Loamy,Compost
Wheat,23,78,57,15.9,71.6,43.2,Black,DAP
Maize,69,28,73,31.5,53.1,47.3,Sandy,NPK
Wheat,81,10,25,26.2,70.6,54.6,Red,DAP
Tomato,69,46,17,27.5,67.7,67.6,Sandy,Organic
Millet,130,14,18,26.9,52.3,84.4,Loamy,SSP
Tomato,126,73,56,20.8,67.2,61.3,Clay,Organic
Cotton,62,45,22,18.2,51.1,48.9,Clay,MOP
Rice,67,74,18,15.4,42.5,33.7,Loamy,Urea
Tomato,107,51,10,33.7,86.9,43.7,Red,Organic
Rice,110,72,13,18.4,75.0,82.7,Clay,Urea
Tomato,61,68,38,38.3,69.8,53.0,Clay,Organic
Cotton,120,21,80,34.3,73.9,89.0,Loamy,MOP
Tomato,72,69,30,37.0,81.9,20.8,Loamy,Organic
Cotton,65,56,21,37.1,56.6,56.6,Sandy,Organic
Millet,26,29,54,28.8,74.1,78.9,Loamy,SSP
Tomato,80,14,12,29.0,56.7,58.0,Clay,Organic
Sugarcane,110,72,33,30.9,63.0,69.8,Black,Compost
Millet,104,52,42,38.5,69.4,87.8,Sandy,SSP
Millet,57,53,59,29.5,88.5,54.9,Red,Urea
Rice,119,64,18,34.9,58.0,65.2,Black,Urea
Maize,44,39,52,22.4,41.9,47.0,Red,NPK
Millet,95,50,18,22.9,36.1,61.3,Black,SSP
Rice,113,53,62,27.4,81.5,41.3,Clay,Urea
Millet,31,21,13,21.6,58.6,70.9,Black,SSP
Rice,75,30,71,29.5,73.5,61.7,Loamy,Urea
Millet,115,41,51,34.7,57.1,46.7,Black,SSP
Millet,35,20,35,26.8,53.8,65.5,Red,SSP
Tomato,27,18,32,28.5,39.6,65.3,Red,Organic
Cotton,55,14,28,36.5,71.2,54.7,Black,MOP
Rice,23,18,20,36.3,45.3,24.8,Red,Urea
Cotton,32,30,56,25.1,51.7,66.4,Clay,Organic
Sugarcane,80,32,16,27.2,68.3,57.8,Black,Compost
Cotton,37,27,29,35.1,46.0,82.2,Red,SSP
Tomato,53,35,35,38.1,76.5,34.1,Red,DAP
Tomato,127,18,51,18.2,30.5,40.6,Sandy,Organic
Sugarcane,124,12,15,21.7,39.3,58.3,Loamy,DAP
Cotton,128,57,33,18.2,75.2,81.8,Red,MOP
Sugarcane,79,22,54,34.7,45.8,89.2,Sandy,Compost
Millet,37,80,74,37.8,66.0,46.1,Black,SSP
Sugarcane,85,45,48,38.0,59.8,83.6,Sandy,Compost
Maize,55,23,12,32.2,37.5,58.7,Sandy,NPK
Tomato,76,70,75,38.3,87.6,55.5,Black,Organic
Rice,46,52,73,20.5,58.7,83.0,Sandy,Urea
Tomato,105,48,52,24.3,35.6,63.9,Clay,Organic
Tomato,25,56,46,15.6,38.8,44.2,Black,Urea
Wheat,47,49,59,38.4,70.7,30.7,Red,DAP
Millet,97,41,11,33.3,62.4,36.2,Sandy,SSP
Rice,98,35,22,34.6,43.3,39.8,Red,SSP
Wheat,29,57,28,25.2,43.3,42.7,Black,DAP
Maize,103,36,44,23.9,47.4,82.5,Red,Compost
Tomato,140,54,38,23.6,49.7,40.9,Black,Organic
Maize,107,41,49,34.0,38.6,36.1,Red,NPK
Rice,58,21,29,16.8,67.2,44.7,Sandy,Urea
Millet,121,62,19,21.7,68.5,88.0,Red,SSP
Tomato,70,24,43,19.8,85.6,28.0,Clay,Organic
Maize,126,79,13,16.1,55.2,87.8,Black,NPK
Wheat,56,16,36,33.9,82.7,36.5,Sandy,DAP
Millet,114,31,21,38.5,81.1,48.0,Black,SSP
Rice,33,39,35,21.2,66.2,52.1,Sandy,NPK
Sugarcane,77,31,71,29.9,65.2,55.5,Clay,Compost
Maize,106,41,57,30.9,89.8,30.2,Red,NPK
Millet,91,12,74,36.1,74.5,33.7,Clay,SSP
Wheat,78,55,29,31.6,37.3,63.3,Red,DAP
Tomato,130,64,43,15.5,47.6,82.6,Loamy,Organic
Tomato,70,23,80,37.6,84.8,83.1,Sandy,Organic
Tomato,84,10,64,23.8,41.0,29.7,Clay,SSP
Maize,103,28,28,16.6,68.4,35.7,Sandy,NPK
Cotton,42,78,69,37.3,44.3,22.9,Loamy,MOP
Cotton,114,12,37,15.6,69.0,79.7,Red,MOP
Maize,106,75,32,21.2,43.7,26.8,Red,DAP
Millet,56,17,70,28.7,79.3,48.2,Sandy,SSP
Tomato,36,56,57,29.9,37.8,80.2,Sandy,Organic
Millet,103,18,19,37.1,86.3,44.4,Loamy,Urea
Sugarcane,50,23,54,23.3,70.3,32.8,Loamy,Compost
Millet,127,46,11,18.3,82.3,66.3,Sandy,SSP
Wheat,110,47,34,35.3,72.3,66.0,Sandy,DAP
Rice,121,45,80,37.2,42.0,77.3,Clay,Urea
Maize,61,48,13,21.4,74.8,70.2,Red,NPK
Rice,85,18,56,30.5,81.1,46.6,Red,Urea
Sugarcane,116,44,78,26.2,34.6,22.0,Sandy,NPK
Cotton,126,77,35,17.9,83.5,54.4,Black,MOP
Sugarcane,131,16,61,26.4,47.9,60.0,Clay,Urea
Maize,111,27,16,33.8,78.7,59.7,Clay,NPK
Millet,82,53,28,28.7,87.7,30.8,Red,SSP
Rice,130,73,18,34.5,71.0,85.6,Sandy,DAP
Tomato,62,33,15,16.0,33.3,60.3,Clay,Organic
Rice,52,18,77,37.5,41.0,29.0,Red,Urea
Rice,131,68,50,24.6,78.6,87.4,Red,Urea
Maize,82,58,42,33.9,35.0,42.2,Loamy,NPK
Sugarcane,22,18,49,31.3,85.0,82.5,Clay,Compost
Tomato,97,39,36,22.0,49.3,51.7,Sandy,Organic
Maize,49,41,42,37.7,78.7,64.8,Red,NPK
Sugarcane,96,45,35,23.9,71.2,47.5,Loamy,Compost
Sugarcane,103,11,52,36.8,49.8,39.7,Red,Urea
