State,District,Market,Crop,Variety,Arrival_Tonnes,Modal_Price,Min_Price,Max_Price,Price_Trend,Demand,Supply,Quality,MSP_Available,Export_Demand,Storage_Available,Season,Weather_Impact,Transport_Cost_Per_Tonne,Distance_From_Farm_KM,Market_Rating,Best_Time_To_Sell,Expected_Price_7_Days,Expected_Price_30_Days,Last_Updated
Tamil Nadu,Chennai,Salem,Wheat,Lokwan Wheat,95,3269,3001,3644,Falling,High,Medium,Good,No,Medium,Yes,Perennial,Drought,1991,71,4.7,Next Week,3092,3010,2026-07-26
Gujarat,Patan,Ahmedabad,Garlic,G-4,8282,4816,3618,5386,Falling,Low,Low,Premium,No,Medium,Yes,Zaid,Heatwave,4963,256,3.9,Hold for 30 Days,4442,4137,2026-07-23
Chhattisgarh,Jagdalpur,Kota,Garlic,G-282,3422,8903,7370,11804,Rising,High,Medium,Premium,Yes,High,No,Kharif,Drought,2263,85,3.5,Within 10 Days,9368,9941,2026-08-01
Odisha,Berhampur,Warangal,Groundnut,TAG-24,546,4093,3355,4602,Stable,Medium,High,Premium,Yes,High,No,Kharif,Drought,899,332,4.4,Within 10 Days,4086,4029,2026-07-27
West Bengal,Asansol,Ludhiana,Wheat,Basmati Wheat,1928,3136,2610,3444,Stable,Low,High,Average,Yes,Medium,No,Rabi,Normal,4156,147,4.7,Within 3 Days,3178,3169,2026-07-31
Haryana,Kurukshetra,Hyderabad,Mango,Langra Mango,2800,5443,4413,6196,Rising,High,Low,Premium,Yes,Medium,No,Kharif,Heavy Rain,4583,333,4.3,Within 10 Days,5844,5927,2026-07-29
Rajasthan,Jaipur,Jaipur,Rice,Basmati Rice,3192,2709,2073,3234,Rising,High,High,Premium,No,Medium,Yes,Kharif,Flood,2106,54,4.6,Within 10 Days,2790,2889,2026-07-27
Tamil Nadu,Chennai,Lucknow,Chilli,Kashmiri Chilli,2617,8398,7638,9343,Stable,High,Low,Premium,Yes,High,No,Zaid,Drought,1722,12,3.8,Next Week,8234,8156,2026-07-30
Karnataka,Gadag,Mysuru,Banana,Grand Naine,3676,2901,2660,3212,Stable,High,Medium,Average,Yes,Medium,No,Kharif,Heavy Rain,2957,328,4.4,Within 10 Days,2950,2979,2026-07-31
Uttar Pradesh,Lucknow,Mysuru,Chilli,Teja Chilli,326,5829,4750,7303,Stable,Medium,High,Premium,Yes,Low,Yes,Kharif,Flood,1316,163,3.5,Hold for 15 Days,5888,5898,2026-08-02
Gujarat,Bhavnagar,Guntur,Garlic,Yamuna Safed-3,6206,11685,10727,14019,Rising,High,Low,Good,Yes,High,No,Zaid,Heatwave,624,271,4.6,Hold for 15 Days,12373,12606,2026-08-02
Punjab,Bathinda,Indore,Potato,Kufri Pukhraj,271,806,687,953,Stable,Low,High,Good,Yes,Low,No,Kharif,Drought,829,256,3.1,Within 3 Days,791,845,2026-07-30
Gujarat,Surendranagar,Hubli,Pulses,Moong Dal,8363,6958,5412,7885,Falling,High,Medium,Good,Yes,Low,Yes,Zaid,Heatwave,2637,300,3.9,Within 10 Days,6485,6514,2026-07-26
Karnataka,Bijapur,Ludhiana,Mango,Langra Mango,1857,4702,4134,6118,Stable,Medium,Low,Good,Yes,Low,No,Perennial,Flood,981,393,4.8,Next Week,4719,4538,2026-07-31
Haryana,Jind,Salem,Garlic,G-282,6196,5823,4502,7026,Rising,Low,Low,Premium,Yes,Medium,Yes,Kharif,Normal,4401,378,4.5,Hold for 15 Days,6080,6356,2026-07-27
Odisha,Puri,Ludhiana,Groundnut,K-6,9688,5535,5028,6220,Rising,High,Medium,Good,No,High,No,Perennial,Cold Wave,3316,361,3.1,Hold for 15 Days,5953,6218,2026-07-30
Rajasthan,Jaipur,Warangal,Banana,Dwarf Cavendish,11132,2279,1810,2741,Stable,High,Low,Average,Yes,Low,No,Rabi,Cold Wave,1622,11,3.2,Today,2292,2374,2026-07-27
Odisha,Koraput,Visakhapatnam,Maize,HQPM-1,6979,1390,1160,1701,Stable,High,Medium,Good,No,Medium,No,Kharif,Heatwave,1195,330,4.1,Next Week,1407,1357,2026-07-30
Chhattisgarh,Raigarh,Kolkata,Garlic,Large Bulb Garlic,8106,7880,6613,9902,Stable,High,High,Average,No,High,Yes,Rabi,Heatwave,3369,100,4.4,Within 3 Days,7875,7882,2026-08-01
Rajasthan,Pali,Lucknow,Tomato,Deshi Tomato,1016,2416,1993,3204,Falling,Low,High,Premium,Yes,High,Yes,Zaid,Heatwave,1002,198,3.2,Today,2272,2195,2026-07-26
Rajasthan,Kota,Lasalgaon,Wheat,Lokwan Wheat,2775,3650,3228,4312,Rising,Low,High,Average,No,High,No,Perennial,Heavy Rain,3060,314,3.9,Next Week,3872,3957,2026-07-28
West Bengal,Asansol,Kota,Mango,Chausa Mango,284,4808,4317,5714,Rising,Medium,Medium,Premium,Yes,High,Yes,Zaid,Drought,2336,193,3.9,Within 10 Days,5094,5276,2026-07-27
Telangana,Karimnagar,Lasalgaon,Chilli,Guntur Chilli,5951,8144,6431,9860,Stable,High,Low,Average,Yes,Medium,No,Perennial,Cold Wave,4200,342,4.7,Today,8220,7976,2026-07-30
Odisha,Rourkela,Coimbatore,Millet,Little Millet,8317,1880,1676,2536,Rising,High,High,Good,Yes,Medium,No,Kharif,Cold Wave,4249,344,4.1,Within 3 Days,1941,2115,2026-07-23
Odisha,Cuttack,Nashik,Grapes,Cheema Saheb,706,5145,4084,6218,Rising,Medium,Medium,Average,Yes,Medium,Yes,Perennial,Heavy Rain,1040,359,3.7,Within 3 Days,5535,5796,2026-07-24
Karnataka,Bijapur,Ludhiana,Mango,Bangalora Mango,9256,2942,2352,3265,Falling,Medium,High,Good,Yes,High,Yes,Zaid,Cold Wave,1343,165,4.9,Hold for 30 Days,2836,2592,2026-07-24
Tamil Nadu,Madurai,Coimbatore,Mango,Chausa Mango,6030,3797,3229,4210,Stable,Low,High,Premium,No,Low,No,Rabi,Normal,2731,117,4.0,Hold for 15 Days,3743,3714,2026-07-23
West Bengal,Kolkata,Jaipur,Chilli,Kashmiri Chilli,2870,7725,6622,8792,Stable,High,Medium,Good,No,Low,Yes,Zaid,Drought,1550,371,3.4,Within 10 Days,7859,7512,2026-08-02
Chhattisgarh,Bilaspur,Coimbatore,Groundnut,Phule Pragati,1275,3707,2992,4682,Stable,Low,High,Good,No,High,No,Kharif,Flood,4624,377,3.6,Within 10 Days,3769,3781,2026-07-25
Madhya Pradesh,Kota,Kolhapur,Chilli,Jwala Chilli,3530,3519,2984,4220,Stable,Low,Medium,Good,No,Medium,Yes,Rabi,Heavy Rain,2086,388,3.4,Within 10 Days,3449,3598,2026-07-24
Karnataka,Mysuru,Ludhiana,Grapes,Cheema Saheb,972,2776,2137,3384,Rising,High,Medium,Good,No,Medium,Yes,Perennial,Heatwave,2307,22,3.2,Hold for 15 Days,2912,3105,2026-07-31
Telangana,Nalgonda,Bhopal,Maize,DMH-1,6310,1403,1055,1559,Falling,Medium,Low,Premium,No,Low,Yes,Kharif,Cold Wave,4993,298,4.0,Within 10 Days,1353,1303,2026-07-31
Madhya Pradesh,Dewas,Mysuru,Grapes,Sharad Seedless,562,6902,5807,8209,Stable,High,Medium,Average,Yes,High,No,Perennial,Drought,823,270,4.7,Hold for 30 Days,6961,7102,2026-08-01
Bihar,Muzaffarpur,Chennai,Cotton,Bt Cotton,2897,4954,3819,5522,Falling,High,High,Premium,Yes,Low,Yes,Zaid,Drought,586,48,5.0,Hold for 30 Days,4646,4689,2026-07-31
Madhya Pradesh,Indore,Nagpur,Garlic,Large Bulb Garlic,3755,5109,4332,6476,Falling,Medium,Low,Average,No,Low,Yes,Kharif,Drought,666,126,3.1,Within 3 Days,4792,4768,2026-07-31
Andhra Pradesh,Nellore,Belagavi,Banana,Rasthali,11995,1889,1500,2371,Stable,Low,Medium,Premium,No,High,No,Kharif,Heatwave,2382,351,3.9,Within 10 Days,1862,1833,2026-07-23
Odisha,Sambalpur,Mysuru,Tomato,Arka Saurabh,9284,1749,1436,1961,Stable,Low,Low,Good,No,Low,Yes,Rabi,Normal,935,143,3.2,Today,1761,1732,2026-07-28
Telangana,Warangal,Kota,Chilli,Kashmiri Chilli,3748,4573,3724,5068,Falling,Medium,High,Premium,Yes,High,No,Perennial,Heatwave,1082,275,3.7,Hold for 30 Days,4444,4139,2026-07-24
Karnataka,Hubli,Hubli,Chilli,Mathania Chilli,5705,5701,4737,6353,Stable,Low,Low,Premium,Yes,Low,Yes,Rabi,Heatwave,3403,295,4.5,Today,5796,5780,2026-07-28
Odisha,Berhampur,Chennai,Grapes,Cheema Saheb,799,3374,2688,4033,Stable,Medium,Medium,Average,Yes,Medium,No,Kharif,Flood,2803,213,4.5,Today,3392,3231,2026-07-30
Karnataka,Mysuru,Ahmedabad,Wheat,Basmati Wheat,4733,4004,3637,4471,Falling,Low,Medium,Good,Yes,High,No,Kharif,Cold Wave,1857,386,3.0,Hold for 15 Days,3852,3703,2026-07-30
Odisha,Jharsuguda,Chennai,Wheat,HD-2967,740,2577,2093,2875,Rising,Low,Low,Good,Yes,High,No,Perennial,Flood,3405,92,3.7,Today,2680,2880,2026-07-25
West Bengal,Howrah,Solapur,Garlic,G-282,4387,8443,6897,11222,Stable,High,High,Average,Yes,Low,No,Perennial,Normal,771,187,3.0,Hold for 15 Days,8385,8319,2026-08-02
Uttar Pradesh,Lucknow,Ludhiana,Banana,Grand Naine,1814,2526,2280,3008,Stable,Medium,High,Good,Yes,High,Yes,Zaid,Heavy Rain,2152,245,3.8,Next Week,2512,2625,2026-07-25
Bihar,Darbhanga,Nashik,Turmeric,Nanded Turmeric,712,4051,3285,5327,Falling,High,Medium,Premium,Yes,Low,Yes,Zaid,Flood,629,73,3.8,Within 10 Days,3807,3456,2026-07-23
Punjab,Gurdaspur,Chennai,Onion,Red Onion,2053,1122,903,1443,Stable,Low,Medium,Good,No,Low,Yes,Kharif,Flood,1183,15,3.3,Next Week,1122,1152,2026-07-30
Maharashtra,Solapur,Karnal,Rice,Ponni Rice,1235,3095,2646,3951,Falling,Medium,Medium,Premium,Yes,High,No,Kharif,Flood,2458,363,3.5,Hold for 15 Days,2884,2849,2026-08-01
Odisha,Jharsuguda,Jaipur,Soybean,JS-335,2626,2246,1837,2591,Rising,Low,High,Premium,Yes,High,No,Kharif,Drought,1935,51,4.7,Hold for 15 Days,2345,2427,2026-07-23
Punjab,Jalandhar,Indore,Grapes,Manik Chaman,2138,3206,2551,3705,Falling,Medium,Low,Good,No,High,Yes,Zaid,Heavy Rain,689,98,3.1,Today,3076,2828,2026-07-29
Rajasthan,Udaipur,Warangal,Cotton,PKV Rajat,4183,3956,3032,4287,Falling,Medium,Medium,Average,Yes,Medium,No,Zaid,Heatwave,3260,385,4.6,Hold for 30 Days,3783,3456,2026-07-29
Punjab,Moga,Ludhiana,Maize,Hybrid Maize,10364,1542,1410,2033,Rising,Low,Low,Premium,Yes,High,No,Kharif,Heatwave,913,284,4.2,Next Week,1639,1771,2026-07-30
Tamil Nadu,Coimbatore,Azadpur,Sugarcane,Co-118,2304,317,261,403,Falling,Low,Medium,Good,Yes,Low,No,Perennial,Flood,4590,262,4.6,Within 3 Days,303,291,2026-07-31
Haryana,Karnal,Ahmedabad,Wheat,WH-1105,6562,2757,2145,3536,Stable,Medium,Low,Good,No,Low,No,Zaid,Heatwave,1995,99,3.0,Hold for 30 Days,2725,2811,2026-07-25
Rajasthan,Sikar,Kolkata,Millet,Ragi Millet,3659,1587,1236,1733,Stable,Medium,Low,Premium,No,Medium,Yes,Rabi,Normal,2575,73,3.5,Today,1596,1547,2026-07-30
Tamil Nadu,Chennai,Lasalgaon,Banana,Dwarf Cavendish,1561,1836,1602,2185,Stable,Medium,High,Average,No,Low,No,Kharif,Drought,385,187,3.4,Next Week,1812,1922,2026-07-25
Telangana,Rangareddy,Nashik,Mango,Bangalora Mango,10310,5464,4508,6379,Rising,Low,Low,Premium,No,Low,Yes,Perennial,Normal,2198,378,4.5,Next Week,5621,5998,2026-07-26
Gujarat,Kheda,Hubli,Soybean,JS-335,2059,1868,1499,2463,Falling,Low,High,Good,Yes,Low,Yes,Rabi,Drought,890,223,3.5,Within 10 Days,1827,1606,2026-07-25
Gujarat,Ahmedabad,Jaipur,Cotton,PKV Rajat,134,4182,3313,4610,Rising,High,High,Premium,Yes,Low,Yes,Kharif,Flood,4743,381,4.6,Within 10 Days,4286,4449,2026-07-24
Chhattisgarh,Jagdalpur,Lucknow,Soybean,MAUS-61,7896,4345,3456,5330,Stable,High,High,Premium,Yes,High,Yes,Zaid,Normal,1140,266,4.8,Hold for 15 Days,4282,4524,2026-08-02
Punjab,Hoshiarpur,Ludhiana,Sugarcane,Co-0238,4749,389,324,524,Stable,High,Low,Premium,Yes,Medium,No,Zaid,Cold Wave,924,320,3.7,Next Week,395,405,2026-08-02
Andhra Pradesh,Visakhapatnam,Hubli,Grapes,Flame Seedless,9874,6239,5408,7790,Rising,High,Low,Good,No,Medium,Yes,Zaid,Normal,4389,343,3.7,Next Week,6667,6994,2026-08-01
Bihar,Patna,Coimbatore,Sugarcane,Co-13006,5297,462,410,513,Stable,High,Medium,Good,No,Medium,Yes,Kharif,Heatwave,2946,70,3.4,Hold for 15 Days,459,461,2026-07-26
Odisha,Balasore,Jaipur,Chilli,Byadgi Chilli,4078,7213,6064,8827,Falling,Medium,Medium,Premium,No,Low,Yes,Perennial,Cold Wave,4616,300,4.6,Within 10 Days,6730,6193,2026-07-28
Maharashtra,Nagpur,Coimbatore,Rice,Sona Masuri,1991,3731,3336,4902,Falling,High,High,Premium,No,High,No,Rabi,Drought,4817,220,3.5,Within 3 Days,3445,3222,2026-07-31
Madhya Pradesh,Indore,Kolkata,Grapes,Sharad Seedless,2922,5252,4686,6906,Rising,High,Low,Premium,Yes,Low,No,Rabi,Heavy Rain,947,130,3.2,Hold for 30 Days,5618,5733,2026-07-31
Rajasthan,Jodhpur,Patna,Millet,Kodo Millet,7753,3080,2647,3337,Falling,Medium,Low,Premium,Yes,Medium,Yes,Kharif,Normal,1721,262,3.3,Hold for 15 Days,2987,2827,2026-07-26
Tamil Nadu,Tiruchirappalli,Warangal,Millet,Ragi Millet,3774,2041,1661,2728,Rising,Medium,High,Average,Yes,Medium,No,Kharif,Cold Wave,2093,205,3.4,Within 10 Days,2201,2266,2026-08-01
West Bengal,Haldia,Guntur,Chilli,Teja Chilli,6687,6211,4863,6889,Falling,Medium,High,Premium,No,High,No,Kharif,Cold Wave,2262,149,3.3,Today,5738,5650,2026-07-29
Punjab,Firozpur,Belagavi,Wheat,Sharbati Wheat,1443,4298,3256,5006,Stable,Low,Low,Good,Yes,High,No,Zaid,Normal,3561,261,3.4,Hold for 15 Days,4336,4501,2026-07-23
Karnataka,Bijapur,Karnal,Millet,Bajra Millet,3357,2251,1912,2948,Falling,High,High,Good,Yes,Low,Yes,Perennial,Drought,945,325,3.2,Within 10 Days,2102,1961,2026-07-23
Telangana,Nizamabad,Bhopal,Soybean,Co-1,3034,3099,2737,3630,Falling,Low,Low,Good,No,Low,Yes,Perennial,Drought,2258,111,5.0,Hold for 30 Days,2865,2681,2026-07-23
Rajasthan,Kota,Varanasi,Rice,Parmal Rice,9014,3900,3037,4523,Falling,High,Medium,Premium,No,High,No,Zaid,Normal,1030,41,3.4,Hold for 15 Days,3648,3499,2026-07-29
Bihar,Begusarai,Mysuru,Sugarcane,Co-86032 Sugarcane,2049,441,394,585,Falling,High,Medium,Premium,No,Medium,No,Zaid,Drought,3361,47,4.4,Hold for 30 Days,417,413,2026-07-23
Maharashtra,Latur,Mysuru,Wheat,WH-1105,11514,2851,2320,3517,Rising,Low,High,Premium,Yes,High,No,Perennial,Heatwave,1065,183,3.9,Within 10 Days,2999,3226,2026-08-01
Karnataka,Mysuru,Patna,Cotton,PKV Rajat,867,5392,4957,6531,Falling,Medium,Medium,Average,No,High,Yes,Zaid,Flood,4023,24,4.1,Hold for 15 Days,5007,4698,2026-07-24
Maharashtra,Latur,Bhopal,Mango,Alphonso Mango,7096,5993,4518,7699,Rising,Medium,High,Good,No,High,No,Rabi,Normal,984,77,3.1,Hold for 15 Days,6142,6816,2026-07-26
West Bengal,Kharagpur,Kurnool,Tomato,Arka Saurabh,3065,4434,3549,5026,Falling,High,High,Good,No,Medium,No,Rabi,Normal,3878,186,4.8,Hold for 30 Days,4182,3773,2026-07-24
Punjab,Fatehgarh Sahib,Patna,Sugarcane,Co-0238,5235,421,377,467,Rising,High,High,Average,No,Medium,No,Kharif,Cold Wave,3990,69,4.3,Within 10 Days,453,446,2026-07-30
Odisha,Berhampur,Karnal,Pulses,Moong Dal,1596,10403,9491,12275,Rising,High,Medium,Good,Yes,High,No,Zaid,Drought,4413,68,4.4,Within 10 Days,11234,11353,2026-07-28
Uttar Pradesh,Aligarh,Karnal,Millet,Ragi Millet,3844,1796,1515,2018,Falling,High,Medium,Good,No,Medium,No,Perennial,Heavy Rain,2620,364,4.2,Today,1759,1671,2026-08-01
Karnataka,Hubli,Jaipur,Grapes,Thompson Grapes,3121,4132,3452,5361,Stable,Low,Low,Average,No,High,No,Rabi,Flood,2125,237,4.1,Today,4081,4119,2026-08-01
Uttar Pradesh,Ghaziabad,Karnal,Mango,Alphonso Mango,3718,3045,2442,4030,Stable,Low,Medium,Good,Yes,Medium,Yes,Perennial,Normal,567,12,3.1,Next Week,3086,3050,2026-07-24
Uttar Pradesh,Bareilly,Hubli,Grapes,Sonaka Grapes,1653,3049,2702,3768,Falling,High,Low,Premium,No,Low,Yes,Perennial,Drought,2906,269,3.3,Within 3 Days,2823,2835,2026-07-25
Karnataka,Raichur,Varanasi,Mango,Bangalora Mango,9108,3645,2749,3947,Rising,High,Medium,Average,Yes,High,Yes,Kharif,Normal,4984,200,3.1,Within 10 Days,3746,3992,2026-07-23
Bihar,Purnia,Hubli,Potato,Kufri Chipsona,4914,1911,1683,2404,Stable,High,Low,Good,Yes,High,Yes,Kharif,Heatwave,1147,61,3.9,Hold for 30 Days,1882,1842,2026-07-29
Chhattisgarh,Bilaspur,Pune,Maize,DMH-1,3457,1190,907,1593,Rising,Medium,High,Premium,Yes,Medium,No,Perennial,Normal,2868,329,4.8,Within 3 Days,1226,1250,2026-07-31
Telangana,Rangareddy,Mysuru,Wheat,Basmati Wheat,5731,2442,1897,3126,Stable,Medium,Low,Premium,Yes,Low,Yes,Kharif,Normal,4543,267,4.5,Within 3 Days,2477,2347,2026-07-30
Maharashtra,Solapur,Kolhapur,Potato,Kufri Jyoti,11381,1159,1057,1360,Falling,High,Medium,Average,No,Medium,No,Perennial,Cold Wave,3872,267,4.9,Within 3 Days,1083,1008,2026-07-29
Madhya Pradesh,Kota,Ahmedabad,Garlic,Yamuna Safed-3,11880,8385,7353,10902,Falling,Medium,Medium,Average,Yes,Medium,No,Perennial,Heatwave,1936,295,3.7,Within 10 Days,8126,7504,2026-08-02
Tamil Nadu,Tiruchirappalli,Ahmedabad,Grapes,Sharad Seedless,3436,2170,1669,2817,Falling,Low,Low,Good,Yes,Medium,No,Rabi,Drought,895,115,4.3,Next Week,2015,1912,2026-08-02
Uttar Pradesh,Agra,Kolkata,Chilli,Byadgi Chilli,2374,5362,4280,6098,Rising,Medium,High,Premium,Yes,Low,No,Kharif,Flood,3754,354,4.5,Next Week,5730,5736,2026-08-02
Bihar,Begusarai,Guntur,Wheat,Lokwan Wheat,538,4474,3805,5117,Stable,High,Medium,Premium,No,High,Yes,Kharif,Flood,4082,150,3.3,Hold for 15 Days,4391,4488,2026-07-25
Maharashtra,Solapur,Mysuru,Rice,Basmati Rice,439,3408,2992,4049,Falling,Medium,Low,Average,No,Medium,No,Kharif,Flood,3522,157,4.4,Hold for 15 Days,3236,3115,2026-08-01
West Bengal,Malda,Jaipur,Cotton,MCU-5,833,7189,6276,8203,Falling,High,High,Premium,Yes,High,No,Kharif,Heatwave,730,137,4.8,Today,6661,6791,2026-08-01
Haryana,Fatehabad,Kolkata,Mango,Dasheri Mango,2840,3815,3068,4272,Rising,High,Low,Average,No,Medium,No,Kharif,Cold Wave,4574,275,3.5,Hold for 15 Days,4042,4378,2026-07-28
Bihar,Begusarai,Nagpur,Maize,Yellow Maize,11705,1811,1557,2374,Rising,High,Medium,Average,Yes,Low,Yes,Perennial,Normal,793,113,3.0,Within 3 Days,1898,1971,2026-07-26
Karnataka,Bijapur,Belagavi,Millet,Little Millet,5158,1898,1457,2116,Rising,Low,Medium,Good,No,Low,No,Rabi,Normal,3578,101,3.1,Hold for 15 Days,1954,2051,2026-07-24
Telangana,Warangal,Kolhapur,Turmeric,High Curcumin Turmeric,1855,4752,3587,5981,Rising,High,High,Good,No,Medium,No,Kharif,Cold Wave,4808,48,3.7,Within 3 Days,4889,5228,2026-07-25
Uttar Pradesh,Agra,Salem,Onion,Nasik Red,251,1354,1083,1609,Falling,Low,Medium,Average,No,Low,No,Perennial,Heavy Rain,1194,353,3.1,Within 3 Days,1323,1180,2026-08-02
Chhattisgarh,Raipur,Ahmedabad,Onion,White Onion,2229,3107,2537,3440,Stable,High,Medium,Average,No,High,No,Rabi,Heavy Rain,1701,109,3.7,Next Week,3132,3041,2026-08-02
Karnataka,Mysuru,Kurnool,Groundnut,Phule Pragati,11321,3191,2483,3732,Stable,High,High,Good,Yes,Medium,Yes,Perennial,Normal,3805,176,3.0,Next Week,3239,3085,2026-08-02
Andhra Pradesh,Anantapur,Guntur,Rice,Ponni Rice,7792,5218,4792,6812,Stable,High,High,Average,Yes,High,Yes,Kharif,Heatwave,1119,160,4.6,Next Week,5208,5340,2026-07-25
Haryana,Kaithal,Sangli,Banana,Poovan,3440,3325,2786,4187,Falling,Medium,Medium,Average,No,Low,Yes,Zaid,Heavy Rain,4554,377,4.3,Within 3 Days,3254,3110,2026-07-23
Gujarat,Bhavnagar,Guntur,Rice,Parmal Rice,3085,4120,3152,5473,Rising,Low,Medium,Good,Yes,Medium,No,Perennial,Drought,4616,94,3.5,Within 10 Days,4288,4462,2026-07-24
Madhya Pradesh,Gwalior,Solapur,Tomato,Hybrid Tomato,2180,2528,2237,3117,Rising,Low,Medium,Good,No,Low,Yes,Kharif,Drought,4387,355,3.3,Within 10 Days,2601,2898,2026-07-24
Tamil Nadu,Coimbatore,Solapur,Groundnut,K-6,3325,3321,2650,4118,Rising,Medium,High,Premium,No,Medium,No,Kharif,Heavy Rain,3825,185,4.3,Today,3397,3532,2026-07-29
Bihar,Katihar,Chennai,Pulses,Moong Dal,2971,6335,5381,6979,Rising,Medium,High,Premium,Yes,Low,No,Zaid,Heavy Rain,2337,352,4.3,Hold for 15 Days,6613,7224,2026-07-29
Chhattisgarh,Durg,Jaipur,Garlic,Yamuna Safed-3,1835,4363,3457,5202,Rising,Low,Medium,Premium,No,Low,No,Kharif,Drought,2735,295,4.9,Hold for 15 Days,4593,4745,2026-07-27
