Scheme_ID,Scheme_Name,Type,State,District,Category,Crop,Min_Land_Acres,Max_Land_Acres,Income_Limit,Gender,Age_Min,Age_Max,FPO_Required,Organic_Required,Irrigation_Required,Need,Eligibility,Benefit,Subsidy,Required_Documents,Apply_At,Official_Website,Keywords
AGRI407,ATMA - Uttar Pradesh Pulses Initiative,Agriculture Department,Uttar Pradesh,Lucknow,Skill Development,Dairy,0.0,5.0,None,All,18,60,No,No,No,Need technical training and guidance,"Farmers residing in Lucknow district of Uttar Pradesh, cultivating Dairy, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.","Free training, exposure visits, and demonstrations",Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Block Development Office,State Agriculture Department Portal,"dairy, skill development, uttar pradesh farmer, lucknow, atma, government subsidy, agricultural support"
AGRI408,Fisheries Infrastructure Development Fund (FIDF) (Karnataka Implementation),NABARD Supported,Karnataka,Tumakuru,Fisheries,Fisheries,0.0,2.0,Below ₹1.5 Lakh/year,Male & Female,21,60,No,No,No,Need fisheries storage and market access,"Farmers residing in Tumakuru district of Karnataka, cultivating Fisheries, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Interest subvention up to 3%,75%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",District Agriculture Office,https://nabard.org/,"fisheries, fisheries, karnataka farmer, tumakuru, fisheries, government subsidy, agricultural support"
AGRI409,National Livestock Mission - Uttar Pradesh Gorakhpur Chapter,State Government,Uttar Pradesh,Gorakhpur,Dairy,Dairy,0.0,5.0,Below ₹1.5 Lakh/year,All (Priority for Women),21,65,Yes,No,No,Need dairy development,"Farmers residing in Gorakhpur district of Uttar Pradesh, cultivating Dairy, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",50% capital subsidy for farm setup,60%,"Aadhaar Card, Land ownership document, Bank account details",FPO Office,https://nlm.udyamimitra.in/,"dairy, dairy, uttar pradesh farmer, gorakhpur, national, government subsidy, agricultural support"
AGRI410,Horticulture Cluster Development Program - Kerala Grapes Initiative,Horticulture Department,Kerala,Palakkad,Horticulture,Mango,0.0,5.0,Below ₹1.5 Lakh/year,Male & Female,21,60,Yes,Yes,No,Need cluster infrastructure,"Farmers residing in Palakkad district of Kerala, cultivating Mango, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative. Must adhere to certified organic farming practices.",Up to ₹50 lakh grant for post-harvest support,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://midh.gov.in/,"mango, horticulture, kerala farmer, palakkad, horticulture, government subsidy, agricultural support"
AGRI411,Fisheries Infrastructure Development Fund (FIDF) (Punjab Implementation),NABARD Supported,Punjab,Ludhiana,Fisheries,Fisheries,0.0,20.0,Below ₹5 Lakh/year,All (Priority for Women),18,65,No,No,No,Need fisheries storage and market access,"Farmers residing in Ludhiana district of Punjab, cultivating Fisheries, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Interest subvention up to 3%,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://nabard.org/,"fisheries, fisheries, punjab farmer, ludhiana, fisheries, government subsidy, agricultural support"
AGRI412,PM-KUSUM - West Bengal Hooghly Chapter,State Government,West Bengal,Hooghly,Irrigation,Wheat,0.0,5.0,Below ₹1.5 Lakh/year,Female Only,21,75,No,No,Yes,Need irrigation support,"Farmers residing in Hooghly district of West Bengal, cultivating Wheat, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",Up to 60% subsidy on solar pump installation,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",FPO Office,https://pmkusum.mnre.gov.in/,"wheat, irrigation, west bengal farmer, hooghly, pm-kusum, government subsidy, agricultural support"
AGRI413,National Livestock Mission (NLM) - Dairy/Poultry (Madhya Pradesh Implementation),Central Government,Madhya Pradesh,Bhopal,Dairy,Dairy,0.0,20.0,None,All (Priority for Women),18,60,No,Yes,No,Need dairy development,"Farmers residing in Bhopal district of Madhya Pradesh, cultivating Dairy, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",50% capital subsidy for farm setup,75%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",State Agriculture Department Portal,https://nlm.udyamimitra.in/,"dairy, dairy, madhya pradesh farmer, bhopal, national, government subsidy, agricultural support"
AGRI414,Sub-Mission on Seeds and Planting Material - Punjab Patiala Chapter,State Government,Punjab,Patiala,Subsidy,Maize,0.0,20.0,Below ₹1.5 Lakh/year,Male & Female,18,65,Yes,No,No,Need quality seeds,"Farmers residing in Patiala district of Punjab, cultivating Maize, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",50% subsidy on certified seed distribution,75%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",NABARD Office,State Agriculture Department Portal,"maize, subsidy, punjab farmer, patiala, sub-mission, government subsidy, agricultural support"
AGRI415,Horticulture Cluster Development Program - Uttar Pradesh Potato Initiative,Horticulture Department,Uttar Pradesh,Gorakhpur,Horticulture,Mango,0.0,2.0,Below ₹2.5 Lakh/year,Male & Female,18,70,Yes,No,No,Need cluster infrastructure,"Farmers residing in Gorakhpur district of Uttar Pradesh, cultivating Mango, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹50 lakh grant for post-harvest support,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",State Agriculture Department Portal,https://midh.gov.in/,"mango, horticulture, uttar pradesh farmer, gorakhpur, horticulture, government subsidy, agricultural support"
AGRI416,"Formation and Promotion of 10,000 FPOs Scheme (Rajasthan Implementation)",FPO Support,Rajasthan,Jaipur,FPO Development,Fruits,0.0,20.0,Below ₹1.5 Lakh/year,Female Only,18,70,Yes,No,No,Need market linkage and aggregation,"Farmers residing in Jaipur district of Rajasthan, cultivating Fruits, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹18 lakh financial support per FPO,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",District Agriculture Office,https://www.sfacindia.com/,"fruits, fpo development, rajasthan farmer, jaipur, formation, government subsidy, agricultural support"
AGRI417,MIDH - Punjab Tomato Initiative,Horticulture Department,Punjab,Amritsar,Horticulture,Mango,0.0,2.0,Below ₹1.5 Lakh/year,Female Only,18,65,No,No,No,Need horticulture support,"Farmers residing in Amritsar district of Punjab, cultivating Mango, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,40%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Block Development Office,https://midh.gov.in/,"mango, horticulture, punjab farmer, amritsar, midh, government subsidy, agricultural support"
AGRI418,Pradhan Mantri Matsya Sampada Yojana - Tamil Nadu Madurai Chapter,State Government,Tamil Nadu,Madurai,Fisheries,Fisheries,0.0,20.0,Below ₹5 Lakh/year,All (Priority for Women),21,60,No,No,No,Need aquaculture development,"Farmers residing in Madurai district of Tamil Nadu, cultivating Fisheries, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",40% to 60% subsidy on fishery inputs,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",NABARD Office,https://pmmsy.dof.gov.in/,"fisheries, fisheries, tamil nadu farmer, madurai, pradhan, government subsidy, agricultural support"
AGRI419,Horticulture Cluster Development Program (CDP) (West Bengal Implementation),Horticulture Department,West Bengal,Burdwan,Horticulture,Potato,0.0,20.0,Below ₹1.5 Lakh/year,All,18,70,No,No,No,Need cluster infrastructure,"Farmers residing in Burdwan district of West Bengal, cultivating Potato, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Up to ₹50 lakh grant for post-harvest support,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Horticulture Department Office,https://midh.gov.in/,"potato, horticulture, west bengal farmer, burdwan, horticulture, government subsidy, agricultural support"
AGRI420,PM-KUSUM - Haryana Tomato Initiative,Central Government,Haryana,Ambala,Irrigation,Cotton,1.0,5.0,Below ₹2.5 Lakh/year,Female Only,18,75,No,Yes,Yes,Need irrigation support,"Farmers residing in Ambala district of Haryana, cultivating Cotton, owning between 1.0 and 5.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",Up to 60% subsidy on solar pump installation,40%,"Aadhaar Card, Land ownership document, Bank account details",Block Development Office,https://pmkusum.mnre.gov.in/,"cotton, irrigation, haryana farmer, ambala, pm-kusum, government subsidy, agricultural support"
AGRI421,National Livestock Mission (NLM) - Dairy/Poultry (Gujarat Implementation),Central Government,Gujarat,Banaskantha,Dairy,Dairy,0.0,10.0,Below ₹5 Lakh/year,All,18,60,No,No,No,Need dairy development,"Farmers residing in Banaskantha district of Gujarat, cultivating Dairy, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",50% capital subsidy for farm setup,50%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Block Development Office,https://nlm.udyamimitra.in/,"dairy, dairy, gujarat farmer, banaskantha, national, government subsidy, agricultural support"
AGRI422,ATMA (Agricultural Technology Management Agency) Scheme (Andhra Pradesh Implementation),Agriculture Department,Andhra Pradesh,Anantapur,Skill Development,Pulses,0.0,10.0,Below ₹5 Lakh/year,All (Priority for Women),18,65,Yes,No,No,Need technical training and guidance,"Farmers residing in Anantapur district of Andhra Pradesh, cultivating Pulses, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.","Free training, exposure visits, and demonstrations",75%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",PM Kisan Portal,State Agriculture Department Portal,"pulses, skill development, andhra pradesh farmer, anantapur, atma, government subsidy, agricultural support"
AGRI423,PM-KISAN - Odisha Cuttack Chapter,State Government,Odisha,Cuttack,Credit,Sugarcane,0.0,20.0,Below ₹1.5 Lakh/year,Male & Female,21,70,No,No,No,Need credit support,"Farmers residing in Cuttack district of Odisha, cultivating Sugarcane, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.","₹6,000 per year in 3 installments",Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details",NABARD Office,https://pmkisan.gov.in/,"sugarcane, credit, odisha farmer, cuttack, pm-kisan, government subsidy, agricultural support"
AGRI424,Kisan Credit Card - Rajasthan Rice Initiative,NABARD Supported,Rajasthan,Ganganagar,Credit,Sugarcane,0.0,5.0,None,All (Priority for Women),21,65,No,No,No,Need financial assistance,"Farmers residing in Ganganagar district of Rajasthan, cultivating Sugarcane, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Horticulture Department Office,https://www.nabard.org/,"sugarcane, credit, rajasthan farmer, ganganagar, kisan, government subsidy, agricultural support"
AGRI425,Soil Health Card Scheme - Assam Sonitpur Chapter,State Government,Assam,Sonitpur,Soil Improvement,Wheat,0.0,5.0,Below ₹1.5 Lakh/year,Male & Female,21,60,No,No,No,Need soil health assessment,"Farmers residing in Sonitpur district of Assam, cultivating Wheat, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",Free soil testing and recommendations,60%,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Caste certificate (where applicable)",Block Development Office,https://soilhealth.dac.gov.in/,"wheat, soil improvement, assam farmer, sonitpur, soil, government subsidy, agricultural support"
AGRI426,PMFBY - Andhra Pradesh Guntur Chapter,State Government,Andhra Pradesh,Guntur,Crop Insurance,Sugarcane,0.0,20.0,Below ₹1.5 Lakh/year,Male & Female,21,60,No,No,No,Need crop insurance,"Farmers residing in Guntur district of Andhra Pradesh, cultivating Sugarcane, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Premium subsidy up to 90%,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",Horticulture Department Office,https://pmfby.gov.in/,"sugarcane, crop insurance, andhra pradesh farmer, guntur, pmfby, government subsidy, agricultural support"
AGRI427,PKVY - Punjab Jalandhar Chapter,State Government,Punjab,Jalandhar,Organic Farming,Wheat,0.0,10.0,None,Female Only,21,75,Yes,Yes,No,Need organic certification,"Farmers residing in Jalandhar district of Punjab, cultivating Wheat, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative. Must adhere to certified organic farming practices.","₹50,000 per ha assistance for cluster organic farming",Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Farmer registration certificate, Crop details",Block Development Office,https://pgsindia-ncof.gov.in/,"wheat, organic farming, punjab farmer, jalandhar, pkvy, government subsidy, agricultural support"
AGRI428,PM-KISAN (Pradhan Mantri Kisan Samman Nidhi) (Madhya Pradesh Implementation),Central Government,Madhya Pradesh,Bhopal,Credit,Soybean,0.0,5.0,Below ₹2.5 Lakh/year,Female Only,21,65,No,No,No,Need credit support,"Farmers residing in Bhopal district of Madhya Pradesh, cultivating Soybean, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.","₹6,000 per year in 3 installments",Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details",FPO Office,https://pmkisan.gov.in/,"soybean, credit, madhya pradesh farmer, bhopal, pm-kisan, government subsidy, agricultural support"
AGRI429,Sub-Mission on Seeds and Planting Material - Madhya Pradesh Jabalpur Chapter,State Government,Madhya Pradesh,Jabalpur,Subsidy,Maize,0.0,2.0,Below ₹1.5 Lakh/year,All (Priority for Women),18,65,No,No,No,Need quality seeds,"Farmers residing in Jabalpur district of Madhya Pradesh, cultivating Maize, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",50% subsidy on certified seed distribution,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",CSC Center,State Agriculture Department Portal,"maize, subsidy, madhya pradesh farmer, jabalpur, sub-mission, government subsidy, agricultural support"
AGRI430,MIDH - Punjab Potato Initiative,Horticulture Department,Punjab,Ludhiana,Horticulture,Potato,0.0,2.0,None,Female Only,21,60,No,No,No,Need horticulture support,"Farmers residing in Ludhiana district of Punjab, cultivating Potato, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,60%,"Aadhaar Card, Land ownership document, Bank account details",FPO Office,https://midh.gov.in/,"potato, horticulture, punjab farmer, ludhiana, midh, government subsidy, agricultural support"
AGRI431,PMFBY (Pradhan Mantri Fasal Bima Yojana) (Karnataka Implementation),Central Government,Karnataka,Tumakuru,Crop Insurance,Pulses,0.0,2.0,None,Male & Female,21,60,No,No,No,Need crop insurance,"Farmers residing in Tumakuru district of Karnataka, cultivating Pulses, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Premium subsidy up to 90%,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",PM Kisan Portal,https://pmfby.gov.in/,"pulses, crop insurance, karnataka farmer, tumakuru, pmfby, government subsidy, agricultural support"
AGRI432,PM-KUSUM (Solar Agriculture Pumps Scheme) (Gujarat Implementation),Central Government,Gujarat,Anand,Irrigation,Wheat,0.0,25.0,Below ₹5 Lakh/year,Male & Female,21,60,No,No,Yes,Need irrigation support,"Farmers residing in Anand district of Gujarat, cultivating Wheat, owning between 0.0 and 25.0 acres of land, registered with the state agriculture portal.",Up to 60% subsidy on solar pump installation,50%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Block Development Office,https://pmkusum.mnre.gov.in/,"wheat, irrigation, gujarat farmer, anand, pm-kusum, government subsidy, agricultural support"
AGRI433,PM-KISAN - Bihar Bhagalpur Chapter,State Government,Bihar,Bhagalpur,Credit,Pulses,0.0,5.0,None,Female Only,21,75,No,No,No,Need credit support,"Farmers residing in Bhagalpur district of Bihar, cultivating Pulses, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.","₹6,000 per year in 3 installments",50%,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,https://pmkisan.gov.in/,"pulses, credit, bihar farmer, bhagalpur, pm-kisan, government subsidy, agricultural support"
AGRI434,Soil Health Card Scheme (West Bengal Implementation),Agriculture Department,West Bengal,Murshidabad,Soil Improvement,Millet,0.0,10.0,None,Male & Female,18,60,No,No,No,Need soil health assessment,"Farmers residing in Murshidabad district of West Bengal, cultivating Millet, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Free soil testing and recommendations,40%,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Caste certificate (where applicable), Farmer registration certificate, Crop details",District Agriculture Office,https://soilhealth.dac.gov.in/,"millet, soil improvement, west bengal farmer, murshidabad, soil, government subsidy, agricultural support"
AGRI435,National Livestock Mission (NLM) - Dairy/Poultry (Punjab Implementation),Central Government,Punjab,Patiala,Dairy,Dairy,0.0,2.0,Below ₹5 Lakh/year,Male & Female,21,70,No,No,No,Need dairy development,"Farmers residing in Patiala district of Punjab, cultivating Dairy, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",50% capital subsidy for farm setup,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",District Agriculture Office,https://nlm.udyamimitra.in/,"dairy, dairy, punjab farmer, patiala, national, government subsidy, agricultural support"
AGRI436,Pradhan Mantri Matsya Sampada Yojana (PMMSY) (Kerala Implementation),Central Government,Kerala,Wayanad,Fisheries,Fisheries,0.0,10.0,Below ₹1.5 Lakh/year,All (Priority for Women),21,60,Yes,No,No,Need aquaculture development,"Farmers residing in Wayanad district of Kerala, cultivating Fisheries, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",40% to 60% subsidy on fishery inputs,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details",NABARD Office,https://pmmsy.dof.gov.in/,"fisheries, fisheries, kerala farmer, wayanad, pradhan, government subsidy, agricultural support"
AGRI437,MIDH (Mission for Integrated Development of Horticulture) (Haryana Implementation),Horticulture Department,Haryana,Rohtak,Horticulture,Potato,0.0,2.0,None,Female Only,18,70,No,No,No,Need horticulture support,"Farmers residing in Rohtak district of Haryana, cultivating Potato, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,40%,"Aadhaar Card, Land ownership document, Bank account details",NABARD Office,https://midh.gov.in/,"potato, horticulture, haryana farmer, rohtak, midh, government subsidy, agricultural support"
AGRI438,PM-KUSUM - Telangana Warangal Chapter,State Government,Telangana,Warangal,Irrigation,Onion,0.0,10.0,Below ₹5 Lakh/year,All,21,70,No,No,Yes,Need irrigation support,"Farmers residing in Warangal district of Telangana, cultivating Onion, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Up to 60% subsidy on solar pump installation,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,https://pmkusum.mnre.gov.in/,"onion, irrigation, telangana farmer, warangal, pm-kusum, government subsidy, agricultural support"
AGRI439,AIF (Agriculture Infrastructure Fund) (Tamil Nadu Implementation),Central Government,Tamil Nadu,Thanjavur,Storage,Grapes,2.0,5.0,Below ₹1.5 Lakh/year,All (Priority for Women),18,70,Yes,No,No,Need cold storage and infrastructure,"Farmers residing in Thanjavur district of Tamil Nadu, cultivating Grapes, owning between 2.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",3% interest subvention up to ₹2 crore,60%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",State Agriculture Department Portal,https://agriinfra.dac.gov.in/,"grapes, storage, tamil nadu farmer, thanjavur, aif, government subsidy, agricultural support"
AGRI440,Soil Health Card Scheme - West Bengal Murshidabad Chapter,State Government,West Bengal,Murshidabad,Soil Improvement,Rice,0.0,20.0,Below ₹2.5 Lakh/year,Male & Female,18,75,Yes,No,No,Need soil health assessment,"Farmers residing in Murshidabad district of West Bengal, cultivating Rice, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free soil testing and recommendations,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card, Farmer registration certificate, Crop details",NABARD Office,https://soilhealth.dac.gov.in/,"rice, soil improvement, west bengal farmer, murshidabad, soil, government subsidy, agricultural support"
AGRI441,Horticulture Cluster Development Program (CDP) (Assam Implementation),Horticulture Department,Assam,Sonitpur,Horticulture,Banana,0.0,20.0,Below ₹2.5 Lakh/year,All (Priority for Women),18,75,No,No,No,Need cluster infrastructure,"Farmers residing in Sonitpur district of Assam, cultivating Banana, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Up to ₹50 lakh grant for post-harvest support,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Horticulture Department Office,https://midh.gov.in/,"banana, horticulture, assam farmer, sonitpur, horticulture, government subsidy, agricultural support"
AGRI442,PMFBY - Madhya Pradesh Jabalpur Chapter,State Government,Madhya Pradesh,Jabalpur,Crop Insurance,Rice,0.0,20.0,None,All,21,70,Yes,No,No,Need crop insurance,"Farmers residing in Jabalpur district of Madhya Pradesh, cultivating Rice, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Premium subsidy up to 90%,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",District Agriculture Office,https://pmfby.gov.in/,"rice, crop insurance, madhya pradesh farmer, jabalpur, pmfby, government subsidy, agricultural support"
AGRI443,Soil Health Card Scheme (West Bengal Implementation),Agriculture Department,West Bengal,Burdwan,Soil Improvement,Pulses,0.0,5.0,Below ₹2.5 Lakh/year,Male & Female,18,60,No,Yes,No,Need soil health assessment,"Farmers residing in Burdwan district of West Bengal, cultivating Pulses, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",Free soil testing and recommendations,30%,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card",Horticulture Department Office,https://soilhealth.dac.gov.in/,"pulses, soil improvement, west bengal farmer, burdwan, soil, government subsidy, agricultural support"
AGRI444,"Formation and Promotion of 10,000 FPOs Scheme (Odisha Implementation)",FPO Support,Odisha,Puri,FPO Development,Pulses,0.0,5.0,Below ₹1.5 Lakh/year,Male & Female,21,65,Yes,No,No,Need market linkage and aggregation,"Farmers residing in Puri district of Odisha, cultivating Pulses, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹18 lakh financial support per FPO,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",Block Development Office,https://www.sfacindia.com/,"pulses, fpo development, odisha farmer, puri, formation, government subsidy, agricultural support"
AGRI445,Pradhan Mantri Matsya Sampada Yojana - Bihar Bhagalpur Chapter,State Government,Bihar,Bhagalpur,Fisheries,Fisheries,0.0,20.0,Below ₹5 Lakh/year,All,18,60,No,No,No,Need aquaculture development,"Farmers residing in Bhagalpur district of Bihar, cultivating Fisheries, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",40% to 60% subsidy on fishery inputs,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",State Agriculture Department Portal,https://pmmsy.dof.gov.in/,"fisheries, fisheries, bihar farmer, bhagalpur, pradhan, government subsidy, agricultural support"
AGRI446,MIDH (Mission for Integrated Development of Horticulture) (Punjab Implementation),Horticulture Department,Punjab,Jalandhar,Horticulture,Onion,0.0,2.0,Below ₹2.5 Lakh/year,All,21,65,No,No,No,Need horticulture support,"Farmers residing in Jalandhar district of Punjab, cultivating Onion, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",FPO Office,https://midh.gov.in/,"onion, horticulture, punjab farmer, jalandhar, midh, government subsidy, agricultural support"
AGRI447,Pradhan Mantri Matsya Sampada Yojana - Punjab Fisheries Initiative,Central Government,Punjab,Patiala,Fisheries,Fisheries,0.0,20.0,None,Female Only,21,70,Yes,No,No,Need aquaculture development,"Farmers residing in Patiala district of Punjab, cultivating Fisheries, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",40% to 60% subsidy on fishery inputs,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",NABARD Office,https://pmmsy.dof.gov.in/,"fisheries, fisheries, punjab farmer, patiala, pradhan, government subsidy, agricultural support"
AGRI448,Kisan Credit Card (KCC) Scheme (Rajasthan Implementation),NABARD Supported,Rajasthan,Kota,Credit,Rice,0.0,10.0,Below ₹2.5 Lakh/year,All,18,70,No,No,No,Need financial assistance,"Farmers residing in Kota district of Rajasthan, cultivating Rice, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",State Agriculture Department Portal,https://www.nabard.org/,"rice, credit, rajasthan farmer, kota, kisan, government subsidy, agricultural support"
AGRI449,PMFBY (Pradhan Mantri Fasal Bima Yojana) (Uttar Pradesh Implementation),Central Government,Uttar Pradesh,Varanasi,Crop Insurance,Soybean,0.0,20.0,None,Female Only,18,70,No,No,No,Need crop insurance,"Farmers residing in Varanasi district of Uttar Pradesh, cultivating Soybean, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Premium subsidy up to 90%,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",PM Kisan Portal,https://pmfby.gov.in/,"soybean, crop insurance, uttar pradesh farmer, varanasi, pmfby, government subsidy, agricultural support"
AGRI450,e-NAM (National Agriculture Market) (Gujarat Implementation),Central Government,Gujarat,Anand,Marketing,Tomato,0.0,10.0,Below ₹1.5 Lakh/year,Male & Female,18,65,Yes,No,No,Need market linkage,"Farmers residing in Anand district of Gujarat, cultivating Tomato, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free access to online trading platform,50%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",CSC Center,https://www.enam.gov.in/,"tomato, marketing, gujarat farmer, anand, e-nam, government subsidy, agricultural support"
AGRI451,Cooperative Agricultural Credit Structure Scheme - West Bengal Soybean Initiative,Cooperative,West Bengal,North 24 Parganas,Credit,Potato,0.0,10.0,Below ₹2.5 Lakh/year,All,18,75,No,No,No,Need short term crop credit,"Farmers residing in North 24 Parganas district of West Bengal, cultivating Potato, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Low interest short term loans,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",CSC Center,State Agriculture Department Portal,"potato, credit, west bengal farmer, north 24 parganas, cooperative, government subsidy, agricultural support"
